car-id,initial-timestamp,car-type,time-taken-hours,distance-travelled-km,avg-kmh,route-taken,sensor-count,unique-sensors,number-campings,trace-complete
20150714080747-236,2015-08-14 08:07:47,3,0.7716666666666666,45.96286464000001,59.563107524838024,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/general-gate6/camping7/camping7/general-gate6/entrance4,11,9,2,True
20152514082508-137,2015-08-14 08:25:08,2,0.5058333333333334,51.853063680000005,102.51017531466228,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20150214070227-209,2015-08-14 07:02:27,2P,1.9777777777777779,99.36089856,50.23865657528089,ranger-base/gate8/gate5/ranger-stop6/gate6/gate7/ranger-stop7/ranger-stop7/gate7/gate6/ranger-stop6/gate5/general-gate5/gate3/ranger-stop3/ranger-stop3/gate3/general-gate5/gate8/ranger-base,20,10,0,True
20151314081311-344,2015-08-14 08:13:11,4,0.8413888888888889,70.29614592,83.54774688412017,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20155014085008-31,2015-08-14 08:50:08,4,0.2847222222222222,23.85047808,83.76753276878048,entrance4/entrance2,2,2,0,True
20150814080812-436,2015-08-14 08:08:12,1,1.5061111111111112,82.55934720000002,54.816239380302484,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,16,9,2,True
20155613045650-872,2015-08-13 16:56:50,1,17.26222222222222,35.05151232,2.030533025746653,entrance1/camping4/camping4/general-gate7/general-gate4/entrance0,6,5,2,True
20152114092152-64,2015-08-14 09:21:52,3,1.0391666666666666,72.9032832,70.15552513231758,entrance4/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,9,8,2,True
20153314093359-325,2015-08-14 09:33:59,1,0.8477777777777777,70.29614592,82.91812755963304,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,7,7,0,True
20150514090505-484,2015-08-14 09:05:05,1,1.4233333333333333,101.09899008,71.02973541920375,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping0/camping0/entrance1,11,10,2,True
20151711071703-72,2015-08-11 07:17:03,1,75.25194444444445,75.02761728,0.9970189851425028,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,12,7,2,True
20151813031829-984,2015-08-13 15:18:29,2,19.633333333333333,148.02746112000003,7.53959903837012,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping0/camping0/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,17,10,2,True
20151214101200-618,2015-08-14 10:12:00,2,1.0447222222222223,80.72469504000001,77.26905135442702,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,9,9,0,True
20153014103011-455,2015-08-14 10:30:11,1,1.086111111111111,57.06733824000001,52.54281781687981,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,8,8,0,True
20150414120431-742,2015-08-14 12:04:31,1,0.3416666666666667,26.457615360000002,77.43692300487805,entrance4/camping6/camping6/entrance2,4,3,2,True
20153914123956-26,2015-08-14 12:39:56,3,0.5488888888888889,35.05151232,63.859030542510126,entrance0/general-gate4/general-gate7/camping4/camping4/entrance1,6,5,2,True
20152414122458-225,2015-08-14 12:24:58,1,1.3977777777777778,77.15195136,55.19614962162162,entrance3/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,11,9,2,True
20152713122742-24,2015-08-13 12:27:42,1,25.369722222222222,53.20491264,2.0971815211045537,entrance2/general-gate3/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,9,8,2,True
20150214050259-776,2015-08-14 05:02:59,2,8.794722222222223,72.9032832,8.289435568049019,entrance4/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,9,8,2,True
20153814073832-780,2015-08-14 07:38:32,1,6.280555555555556,101.29211136,16.127890353648827,entrance4/general-gate5/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,11,10,2,True
20154414124406-469,2015-08-14 12:44:06,2,1.2138888888888888,77.15195136000001,63.55767160091535,entrance2/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,11,9,2,True
20154714124701-941,2015-08-14 12:47:01,1,1.1841666666666666,90.86356224000001,76.73207226460241,entrance4/general-gate5/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,9,8,2,True
20154914074922-33,2015-08-14 07:49:22,2,6.237222222222222,63.63346176,10.202211736706156,entrance2/general-gate3/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,11,10,2,True
20153214123206-803,2015-08-14 12:32:06,3,1.6008333333333333,113.36219136,70.81448705465903,entrance0/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,13,10,2,True
20153612043651-254,2015-08-12 16:36:51,1,45.5325,56.58453504,1.2427284915170482,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,12,6,2,True
20154914014934-211,2015-08-14 13:49:34,1,0.5166666666666667,31.285647360000002,60.552865858064514,entrance0/general-gate4/general-gate7/entrance1,4,4,0,True
20155214075250-45,2015-08-14 07:52:50,2,6.559444444444445,84.87680255999999,12.939632811721857,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/entrance3,11,9,2,True
20150107050116-884,2015-08-07 17:01:16,2,166.04861111111111,64.40594688000002,0.3878740475396262,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/general-gate6/camping7/camping7/general-gate6/entrance4,11,9,2,True
20150314020358-556,2015-08-14 14:03:58,2,1.2205555555555556,75.02761728,61.47005512243969,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,12,7,2,True
20155810125837-406,2015-08-10 12:58:37,1,98.38777777777777,51.6599424,0.5250646326892455,entrance0/general-gate4/general-gate7/camping0/camping0/entrance1,6,5,2,True
20155414025422-339,2015-08-14 14:54:22,3,0.4822222222222222,31.285647360000002,64.87807056221199,entrance1/general-gate7/general-gate4/entrance0,4,4,0,True
20155514025518-434,2015-08-14 14:55:18,2,0.48694444444444446,28.195706879999996,57.90333415173986,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,6,6,0,True
20151513041529-826,2015-08-13 16:15:29,3,23.316111111111113,51.37026048,2.2032087699015936,entrance3/general-gate7/camping4/camping4/general-gate7/general-gate4/entrance0,7,5,2,True
20150514030540-780,2015-08-14 15:05:40,1,0.7613888888888889,46.928471040000005,61.63535050857352,entrance3/general-gate7/camping5/camping5/general-gate7/entrance3,6,3,2,True
20151914061926-422,2015-08-14 06:19:26,1,9.555833333333334,53.20491264,5.567794119473271,entrance2/general-gate3/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,9,8,2,True
20152314022354-603,2015-08-14 14:23:54,1,1.5597222222222222,101.09899008,64.81858669421193,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping0/camping0/entrance1,11,10,2,True
20150311040359-426,2015-08-11 16:03:59,1,72.10472222222222,108.1479168,1.499872871941659,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping5/camping5/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,16,8,2,True
20153107103116-521,2015-08-07 10:31:16,1,173.92888888888888,90.86356224000001,0.5224178848060511,entrance4/general-gate5/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,9,8,2,True
20152714032723-265,2015-08-14 15:27:23,1,1.2769444444444444,63.150658560000004,49.45450746486839,entrance3/general-gate7/camping0/camping0/general-gate7/entrance3,6,3,2,True
20155014035034-409,2015-08-14 15:50:34,1,1.0677777777777777,68.55805440000002,64.20629444328826,entrance1/camping3/camping3/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,10,9,2,True
20151914041956-918,2015-08-14 16:19:56,1,0.765,70.29614592,91.89038682352941,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,7,7,0,True
20151114041158-903,2015-08-14 16:11:58,2,0.9136111111111112,46.63878912,51.04884184615384,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,6,6,0,True
20153714043724-299,2015-08-14 16:37:24,2,0.5647222222222222,31.285647360000002,55.40006418888343,entrance0/general-gate4/general-gate7/entrance1,4,4,0,True
20155014045015-94,2015-08-14 16:50:15,2,0.5752777777777778,31.285647360000002,54.38354924963786,entrance0/general-gate4/general-gate7/entrance1,4,4,0,True
20151809121805-29,2015-08-09 12:18:05,1,125.23388888888888,114.32779776000001,0.9129142181429415,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,16,8,2,True
20151910031914-568,2015-08-10 15:19:14,1,98.27722222222222,50.59777536,0.5148474307260075,entrance2/general-gate3/camping8/camping8/general-gate5/entrance4,6,5,2,True
20152913112925-155,2015-08-13 11:29:25,1,30.36111111111111,101.19555072000001,3.3330647995608422,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping5/camping5/general-gate7/entrance3,12,10,2,True
20152014052022-884,2015-08-14 17:20:22,3,0.8033333333333333,46.63878912,58.05658396680498,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,6,6,0,True
20154814054845-507,2015-08-14 17:48:45,3,0.8333333333333334,70.29614592,84.355375104,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20154207114257-472,2015-08-07 11:42:57,1,174.96555555555557,81.97998336,0.4685492701674615,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/entrance0,12,9,2,True
20154014044052-146,2015-08-14 16:40:52,1,2.080277777777778,107.76167424,51.801579284817734,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,16,8,2,True
20153412053414-307,2015-08-12 17:34:14,3,49.64666666666667,141.55789824000001,2.851307202363368,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,14,7,2,True
20155814045830-493,2015-08-14 16:58:30,2P,2.694722222222222,61.02632447999999,22.646610465725182,ranger-base/gate8/general-gate6/camping7/camping7/general-gate6/gate5/ranger-stop6/ranger-stop6/gate5/gate4/ranger-stop5/ranger-stop5/gate4/gate8/ranger-base,16,8,2,True
20154412024403-809,2015-08-12 14:44:03,1,53.014722222222225,27.809464320000004,0.5245611625282286,entrance4/general-gate6/camping7/camping7/general-gate6/entrance4,6,3,2,True
20152913092907-731,2015-08-13 09:29:07,1,34.350833333333334,123.114816,3.5840416098590526,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,14,8,2,True
20154510114523-240,2015-08-10 11:45:23,1,104.08166666666666,77.15195136,0.7412636041569921,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/entrance3,11,9,2,True
20153813123814-541,2015-08-13 12:38:14,1,31.255277777777778,155.07638784,4.961606450679441,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,18,9,2,True
20153414073434-467,2015-08-14 19:34:34,2,0.48583333333333334,26.45761536,54.45821343396226,entrance1/general-gate7/entrance3,3,3,0,True
20153711073708-752,2015-08-11 07:37:08,1,84.90388888888889,111.43097856000001,1.3124366859782632,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,18,11,2,True
20151211091201-575,2015-08-11 09:12:01,2,83.35777777777778,64.40594688000002,0.7726447201087683,entrance4/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,11,9,2,True
20150911080911-37,2015-08-11 08:09:11,2,84.48472222222222,81.97998336,0.9703527596902795,entrance0/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,12,9,2,True
20155414075424-282,2015-08-14 19:54:24,6,0.7844444444444445,46.63878912,59.454547036827186,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,6,6,0,True
20153214083259-19,2015-08-14 20:32:59,2,0.4602777777777778,26.45761536,57.48184387205793,entrance1/general-gate7/entrance3,3,3,0,True
20154108014126-563,2015-08-08 13:41:26,1,151.415,151.98644736,1.0037740472212133,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,16,10,2,True
20154314084339-382,2015-08-14 20:43:39,2,0.995,57.06733824,57.3541087839196,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,8,8,0,True
20150406120449-237,2015-08-06 12:04:49,1,201.6861111111111,121.28016384000001,0.6013312625834976,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/general-gate4/entrance0,13,10,2,True
20153912083903-728,2015-08-12 08:39:03,1,61.15472222222222,170.71921152000002,2.7915949139568585,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,18,9,2,True
20153414093429-72,2015-08-14 21:34:29,1,0.2866666666666667,23.85047808,83.19934213953488,entrance2/entrance4,2,2,0,True
20151014091036-542,2015-08-14 21:10:36,3,0.8797222222222222,46.63878912,53.01535864603726,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,6,6,0,True
20154212104211-65,2015-08-12 10:42:11,1,59.532222222222224,131.41903104000002,2.2075277242203106,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,17,10,2,True
20150613070601-595,2015-08-13 07:06:01,2,39.151666666666664,63.63346176,1.625306587884722,entrance2/general-gate3/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,11,10,2,True
20155614095648-111,2015-08-14 21:56:48,2,0.45916666666666667,26.45761536,57.62094089292196,entrance3/general-gate7/entrance1,3,3,0,True
20150411020405-25,2015-08-11 14:04:05,3,80.74861111111112,51.37026048,0.636175158595779,entrance3/general-gate7/camping4/camping4/general-gate7/general-gate4/entrance0,7,5,2,True
20154212044243-346,2015-08-12 16:42:43,1,54.27166666666667,87.58050048000001,1.613742600128981,entrance2/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,13,11,2,True
20152814102803-385,2015-08-14 22:28:03,1,0.5394444444444444,28.19570688,52.268045709577756,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,6,6,0,True
20155914105946-429,2015-08-14 22:59:46,2,0.47888888888888886,51.85306368,108.2778591925754,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,7,7,0,True
20154114104136-340,2015-08-14 22:41:36,1,0.9783333333333334,70.29614592,71.85296005451448,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,7,7,0,True
20150814110834-737,2015-08-14 23:08:34,4,0.5566666666666666,31.285647360000002,56.201761724550906,entrance1/general-gate7/general-gate4/entrance0,4,4,0,True
20154314114358-787,2015-08-14 23:43:58,3,0.9291666666666667,70.29614592,75.65504493632287,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,7,7,0,True
20155115125132-525,2015-08-15 00:51:32,1,0.3672222222222222,20.85709824,56.79693923146747,entrance3/entrance0,2,2,0,True
20155515125557-114,2015-08-15 00:55:57,2,0.9230555555555555,80.72469504,87.45377735299428,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,9,9,0,True
20152215012241-906,2015-08-15 01:22:41,1,0.9702777777777778,80.72469504,83.19750991812195,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,9,9,0,True
20154615014643-165,2015-08-15 01:46:43,2,0.9572222222222222,57.06733824000001,59.61764877074871,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,8,8,0,True
20150815030847-272,2015-08-15 03:08:47,6,0.35388888888888886,23.85047808,67.39538546938776,entrance4/entrance2,2,2,0,True
20150315030315-306,2015-08-15 03:03:15,1,0.9288888888888889,70.29614592,75.67766905263159,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,7,7,0,True
20153315033338-254,2015-08-15 03:33:38,4,1.1022222222222222,80.72469504000001,73.23813058064518,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,9,9,0,True
20151015041055-891,2015-08-15 04:10:55,4,0.5675,51.85306368,91.3710373215859,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,7,7,0,True
20150315040339-712,2015-08-15 04:03:39,3,0.7316666666666667,46.63878912,63.74321975398633,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,6,6,0,True
20153615043650-835,2015-08-15 04:36:50,2,0.2966666666666667,23.85047808,80.39486993258426,entrance4/entrance2,2,2,0,True
20153715043702-719,2015-08-15 04:37:02,3,0.5472222222222223,31.285647360000002,57.17174136852792,entrance1/general-gate7/general-gate4/entrance0,4,4,0,True
20155315045344-159,2015-08-15 04:53:44,4,1.0291666666666666,80.72469504,78.43695064615386,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,9,9,0,True
20152915052903-310,2015-08-15 05:29:03,3,0.5594444444444444,28.195706879999996,50.39947605163852,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,6,6,0,True
20153115053120-104,2015-08-15 05:31:20,3,0.6377777777777778,34.7618304,54.50461212543554,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate3/entrance2,9,8,2,True
20152015062052-234,2015-08-15 06:20:52,1,0.3269444444444444,23.85047808,72.94963558878504,entrance2/entrance4,2,2,0,True
20153409013402-796,2015-08-09 13:34:02,1,137.47305555555556,99.84370176000002,0.7262783340088866,entrance1/general-gate7/camping5/camping5/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,12,10,2,True
20153114093133-433,2015-08-14 09:31:33,2,21.6475,111.43097856000001,5.147521818223813,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,18,11,2,True
20153111043111-321,2015-08-11 16:31:11,2,86.69972222222222,51.370260480000006,0.5925077862225626,entrance0/general-gate4/general-gate7/camping4/camping4/general-gate7/entrance3,7,5,2,True
20155213095235-98,2015-08-13 09:52:35,2,45.440555555555555,30.22348032,0.6651212765884611,entrance3/general-gate7/camping4/camping4/entrance1,5,4,2,True
20155114095131-368,2015-08-14 09:51:31,2,21.503333333333334,123.40449792,5.738854344442721,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,16,8,2,True
20153415063446-238,2015-08-15 06:34:46,3,0.8994444444444445,57.06733824,63.44731861148857,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,8,8,0,True
20154311034317-220,2015-08-11 15:43:17,1,87.96444444444444,34.7618304,0.3951804688763137,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate3/entrance2,9,8,2,True
20155415065442-451,2015-08-15 06:54:42,1,0.8175,46.63878912,57.050506568807336,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,6,6,0,True
20150915060935-123,2015-08-15 06:09:35,1,1.6197222222222223,103.89924864000001,64.14633769576402,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,14,9,2,True
20155115065112-915,2015-08-15 06:51:12,1,0.9475,46.928471040000005,49.528729329815306,entrance3/general-gate7/camping5/camping5/general-gate7/entrance3,6,3,2,True
20155515065526-634,2015-08-15 06:55:26,5,0.89,46.63878912,52.403133842696626,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,6,6,0,True
20152415072428-134,2015-08-15 07:24:28,1,0.41944444444444445,21.62958336,51.56721860662252,entrance1/camping3/camping3/entrance1,4,2,2,True
20154615074658-497,2015-08-15 07:46:58,2,0.4161111111111111,20.85709824,50.12386759946595,entrance0/entrance3,2,2,0,True
20150415080451-47,2015-08-15 08:04:51,5,0.34194444444444444,20.85709824,60.99557568155971,entrance3/entrance0,2,2,0,True
20150715080748-563,2015-08-15 08:07:48,2,0.3725,20.85709824,55.99221004026845,entrance3/entrance0,2,2,0,True
20151201121236-41,2015-08-01 12:12:36,1,332.2925,108.53415936,0.32662235638782094,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/entrance3,12,10,2,True
20155707085753-292,2015-08-07 08:57:53,2,191.59055555555557,72.80672256,0.38001206452417335,entrance0/general-gate4/general-gate7/camping0/camping0/general-gate7/general-gate4/entrance0,8,4,2,True
20151315061319-183,2015-08-15 06:13:19,2P,2.4944444444444445,83.33183232,33.406970640534524,ranger-base/gate8/gate5/ranger-stop6/ranger-stop6/gate5/gate4/ranger-stop5/ranger-stop5/gate4/general-gate3/camping8/gate3/ranger-stop3/ranger-stop3/gate3/general-gate5/gate8/ranger-base,19,11,1,True
20150914030948-203,2015-08-14 15:09:48,2,17.626944444444444,115.48652544,6.5517041710764765,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,16,8,2,True
20155815075852-802,2015-08-15 07:58:52,2,0.8508333333333333,70.29614592,82.62034780019589,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,7,7,0,True
20150908080923-414,2015-08-08 08:09:23,3,168.74555555555557,60.833203200000014,0.3605025507173852,entrance1/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,10,9,2,True
20154615054636-252,2015-08-15 05:46:36,1,3.4019444444444447,139.14388224,40.90127999216135,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,17,10,2,True
20153014043029-662,2015-08-14 16:30:29,2,16.864166666666666,35.05151232,2.0784609766269706,entrance0/general-gate4/general-gate7/camping4/camping4/entrance1,6,5,2,True
20155012025014-139,2015-08-12 14:50:14,1,66.73444444444445,83.33183232,1.2487079650355473,entrance4/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,11,10,2,True
20155409055424-104,2015-08-09 17:54:24,1,135.81916666666666,60.83320319999999,0.4478985160415503,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/entrance1,10,9,2,True
20151514031512-498,2015-08-14 15:15:12,1,18.551666666666666,101.29211136,5.460000612343905,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate5/entrance4,11,10,2,True
20155015085033-767,2015-08-15 08:50:33,1,1.361388888888889,105.63734016000001,77.5952712866762,entrance0/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,13,10,2,True
20154315094308-578,2015-08-15 09:43:08,2,0.4886111111111111,31.285647360000002,64.0297501398522,entrance1/general-gate7/general-gate4/entrance0,4,4,0,True
20150514090525-937,2015-08-14 09:05:25,3,25.3475,45.57662208,1.7980716867541178,entrance1/general-gate7/camping5/camping5/general-gate7/entrance3,6,4,2,True
20154606044639-126,2015-08-06 16:46:39,3,209.80694444444444,108.53415935999999,0.5173048949709057,entrance3/general-gate7/camping3/camping3/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,12,10,2,True
20153915093925-624,2015-08-15 09:39:25,1,1.0230555555555556,62.185052160000005,60.78365131034483,entrance3/general-gate7/camping2/camping2/general-gate7/entrance3,6,3,2,True
20150215060213-419,2015-08-15 06:02:13,3,4.843333333333334,90.86356224000001,18.760542788713007,entrance4/general-gate5/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,9,8,2,True
20150210100228-734,2015-08-10 10:02:28,1,121.32944444444445,67.01308416,0.5523233413525159,entrance0/general-gate4/general-gate7/camping2/camping2/general-gate7/entrance3,7,5,2,True
20155215105244-919,2015-08-15 10:52:44,1,0.5063888888888889,51.853063680000005,102.39771214920462,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20150415110400-588,2015-08-15 11:04:00,2,0.9538888888888889,70.29614592,73.69427062085032,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20152510092527-332,2015-08-10 09:25:27,1,122.64083333333333,50.59777536,0.41256875042977803,entrance2/general-gate3/camping8/camping8/general-gate5/entrance4,6,5,2,True
